t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
0.61,-303123.852285441,-100000,-100000,-0.00305,0.00212171765683745,0.00212171765683745,0.0011934353136749,0.0034478117712679,167707.950761814,203123.852285441,0.00277073226360683,0.501791220835862,0.00277073226360683,100000000,0.25,100000,0.577350269189626,1
0.62,-303123.852285441,-100000,-100000,-0.0031,0.00216459117344141,0.00216459117344141,0.00122918234688283,0.00350972744900312,167707.950761814,203123.852285441,0.00283264794134281,0.501844906376048,0.00283264794134281,100000000,0.25,100000,0.577350269189626,1
0.63,-303123.852285441,-100000,-100000,-0.00315,0.00220746469004537,0.00220746469004537,0.00126492938009075,0.00357164312673836,167707.950761814,203123.852285441,0.00289456361907878,0.501898593835368,0.00289456361907878,100000000,0.25,100000,0.577350269189626,1
0.64,-303123.852285441,-100000,-100000,-0.0032,0.00225033820664934,0.00225033820664934,0.00130067641329867,0.00363355880447363,167707.950761814,203123.852285441,0.00295647929681475,0.501952283213889,0.00295647929681475,100000000,0.25,100000,0.577350269189626,1
0.65,-303123.852285441,-100000,-100000,-0.00325,0.0022932117232533,0.0022932117232533,0.0013364234465066,0.00369547448220892,167707.950761814,203123.852285441,0.00301839497455073,0.50200597451168,0.00301839497455073,100000000,0.25,100000,0.577350269189626,1
0.66,-303123.852285441,-100000,-100000,-0.0033,0.00233608523985726,0.00233608523985726,0.00137217047971452,0.00375739015994424,167707.950761814,203123.852285441,0.0030803106522867,0.50205966772881,0.0030803106522867,100000000,0.25,100000,0.577350269189626,1
0.67,-303123.852285441,-100000,-100000,-0.00335,0.00237895875646122,0.00237895875646122,0.00140791751292244,0.00381930583767957,167707.950761814,203123.852285441,0.00314222633002268,0.502113362865348,0.00314222633002268,100000000,0.25,100000,0.577350269189626,1
0.68,-303123.852285441,-100000,-100000,-0.0034,0.00242183227306518,0.00242183227306518,0.00144366454613036,0.00388122151541493,167707.950761814,203123.852285441,0.00320414200775865,0.502167059921362,0.00320414200775865,100000000,0.25,100000,0.577350269189626,1
0.69,-303123.852285441,-100000,-100000,-0.00345,0.00246470578966914,0.00246470578966914,0.00147941157933829,0.0039431371931503,167707.950761814,203123.852285441,0.00326605768549463,0.502220758896921,0.00326605768549463,100000000,0.25,100000,0.577350269189626,1
0.7,-303123.852285441,-100000,-100000,-0.0035,0.0025075793062731,0.0025075793062731,0.00151515861254621,0.0040050528708857,167707.950761814,203123.852285441,0.0033279733632306,0.502274459792093,0.0033279733632306,100000000,0.25,100000,0.577350269189626,1
