t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
2.74,-524995.808579018,-1190166.59464735,-1190166.59464735,0.0037,-0.00185,-0.00185,0,0.00370000000004001,968442.999291238,665170.786068331,0.00902512438949955,0.5,0.00902512438949955,100000000,0.25,100000,0.577350269189626,1
2.76,-529989.796739497,-1199848.08280783,-1199848.08280783,0.0038,-0.0019,-0.0019,0,0.00380000000003895,976561.987451717,669858.28606833,0.00910949938949955,0.5,0.00910949938949955,100000000,0.25,100000,0.577350269189626,1
2.78,-534983.784899976,-1209529.57096831,-1209529.57096831,0.0039,-0.00195,-0.00195,0,0.00390000000003796,984680.975612196,674545.786068331,0.00919387438949956,0.5,0.00919387438949956,100000000,0.25,100000,0.577350269189626,1
2.8,-539977.773060455,-1219211.05912879,-1219211.05912879,0.004,-0.002,-0.002,0,0.00400000000003701,992799.963772675,679233.28606833,0.00927824938949955,0.5,0.00927824938949955,100000000,0.25,100000,0.577350269189626,1
2.82,-544971.761220934,-1228892.54728926,-1228892.54728926,0.0041,-0.00205,-0.00205,0,0.00410000000003611,1000918.95193315,683920.786068331,0.00936262438949956,0.5,0.00936262438949956,100000000,0.25,100000,0.577350269189626,1
2.84,-549965.749381413,-1238574.03544974,-1238574.03544974,0.0042,-0.0021,-0.0021,0,0.00420000000003524,1009037.94009363,688608.28606833,0.00944699938949955,0.5,0.00944699938949955,100000000,0.25,100000,0.577350269189626,1
2.86,-554959.737541892,-1248255.52361022,-1248255.52361022,0.0043,-0.00215,-0.00215,0,0.00430000000003443,1017156.92825411,693295.786068331,0.00953137438949956,0.5,0.00953137438949956,100000000,0.25,100000,0.577350269189626,1
2.88,-559953.725702371,-1257937.0117707,-1257937.0117707,0.0044,-0.0022,-0.0022,0,0.00440000000003364,1025275.91641459,697983.28606833,0.00961574938949955,0.5,0.00961574938949955,100000000,0.25,100000,0.577350269189626,1
2.9,-564947.71386285,-1267618.49993118,-1267618.49993118,0.0045,-0.00225,-0.00225,0,0.0045000000000329,1033394.90457507,702670.78606833,0.00970012438949955,0.5,0.00970012438949955,100000000,0.25,100000,0.577350269189626,1
2.92,-569941.70202333,-1277299.98809166,-1277299.98809166,0.0046,-0.0023,-0.0023,0,0.00460000000003218,1041513.89273555,707358.28606833,0.00978449938949955,0.5,0.00978449938949955,100000000,0.25,100000,0.577350269189626,1
