t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
1.18,-99161.5497216194,-356466.40650042,-356466.40650042,0.000852790459337553,-0.000426395229668776,-0.000426395229668776,0,0.000852790459511135,270698.120907487,257304.856778801,0.00177394690900981,0.5,0.00177394690900981,100000000,0.25,100000,0.577350269189626,1
1.2,-103291.107297408,-364472.084826693,-364472.084826693,0.000935481035347889,-0.000467740517673945,-0.000467740517673945,0,0.000935481035506129,277411.758983598,261180.977529285,0.00184371708251853,0.5,0.00184371708251853,100000000,0.25,100000,0.577350269189626,1
1.22,-107236.515708761,-372120.766320384,-372120.766320384,0.00101448419443777,-0.000507242097218886,-0.000507242097218886,0,0.00101448419458369,283826.01611651,264884.250611623,0.00191037599800062,0.5,0.00191037599800062,100000000,0.25,100000,0.577350269189626,1
1.24,-110982.161192389,-379382.181693788,-379382.181693788,0.00108948728541964,-0.000544743642709822,-0.000544743642709822,0,0.00108948728555551,289915.508193321,268400.020501399,0.00197365985601658,0.5,0.00197365985601658,100000000,0.25,100000,0.577350269189626,1
1.26,-114513.027240821,-386227.219516394,-386227.219516394,0.00116018961660204,-0.000580094808301022,-0.000580094808301022,0,0.00116018961672963,295655.822091203,271714.192275574,0.00203331494795173,0.5,0.00203331494795173,100000000,0.25,100000,0.577350269189626,1
1.28,-117815.174687992,-392628.856922534,-392628.856922534,0.00122631206906005,-0.000613156034530023,-0.000613156034530023,0,0.00122631206918076,301024.296177687,274813.682234543,0.00208910576721317,0.5,0.00208910576721317,100000000,0.25,100000,0.577350269189626,1
1.3,-120875.672079766,-398562.024625679,-398562.024625679,0.00128759570236928,-0.000643797851184639,-0.000643797851184639,0,0.00128759570248424,305999.907110375,277686.352545913,0.00214081383281783,0.5,0.00214081383281783,100000000,0.25,100000,0.577350269189626,1
1.32,-123682.299779604,-404003.033289234,-404003.033289234,0.00134379582959523,-0.000671897914797615,-0.000671897914797615,0,0.00134379582970539,310562.788786024,280320.733509629,0.00218823269016473,0.5,0.00218823269016473,100000000,0.25,100000,0.577350269189626,1
1.34,-126223.954632531,-408930.35801967,-408930.35801967,0.00139469012031544,-0.000697345060157718,-0.000697345060157718,0,0.00139469012042157,314694.890223957,282706.403387139,0.0022311747479599,0.5,0.0022311747479599,100000000,0.25,100000,0.577350269189626,1
1.36,-128490.649965137,-413324.638366528,-413324.638366528,0.00144007860061949,-0.000720039300309743,-0.000720039300309743,0,0.00144007860072228,318379.975566065,284833.988401391,0.00226947127821644,0.5,0.00226947127821644,100000000,0.25,100000,0.577350269189626,1
1.38,-130473.515585576,-417168.678322415,-417168.678322415,0.00147978365310902,-0.00073989182655451,-0.00073989182655451,0,0.00147978365320905,321603.624076802,286695.162736838,0.00230297241625449,0.5,0.00230297241625449,100000000,0.25,100000,0.577350269189626,1
1.4,-132164.797783569,-420447.446323003,-420447.446323003,0.00151365001689772,-0.000756825008448862,-0.000756825008448862,0,0.00151365001699552,324353.230143192,288282.648539434,0.00233154716070121,0.5,0.00233154716070121,100000000,0.25,100000,0.577350269189626,1
1.42,-133557.8593304,-423148.075247034,-423148.075247034,0.00154154478761134,-0.000770772393805671,-0.000770772393805671,0,0.00154154478770737,326618.003274823,289590.215916635,0.00235508337349082,0.5,0.00235508337349082,100000000,0.25,100000,0.577350269189626,1
1.44,-134647.179478919,-425259.862416318,-425259.862416318,0.00156335741738766,-0.000781678708693831,-0.000781678708693831,0,0.00156335741748235,328388.968103852,290612.6829374,0.00237348777986459,0.5,0.00237348777986459,100000000,0.25,100000,0.577350269189626,1
1.46,-135428.353963539,-426774.269595729,-426774.269595729,0.00157899971487653,-0.000789499857438264,-0.000789499857438264,0,0.00157899971497028,329658.964384999,291345.91563219,0.00238668596837082,0.5,0.00238668596837082,100000000,0.25,100000,0.577350269189626,1
1.48,-135876.508223999,-427685.448955947,-427685.448955947,0.00158840841956003,-0.000794204209780014,-0.000794204209780014,0,0.00158840841965322,330415.802045297,291808.940731948,0.00239455125605513,0.5,0.00239455125605513,100000000,0.25,100000,0.577350269189626,1
1.5,-136316.868595124,-427985.804173148,-427985.804173148,0.00159154811077252,-0.00079577405538626,-0.00079577405538626,0,0.00159154811086553,330762.82564714,291668.935578024,0.00239815763111403,0.5,0.00239815763111403,100000000,0.25,100000,0.577350269189626,1
1.52,-137203.512189953,-427668.427656453,-427668.427656453,0.00158840728490149,-0.000794203642450744,-0.000794203642450744,0,0.00158840728499468,330846.78916762,290464.9154665,0.00239903020561475,0.5,0.00239903020561475,100000000,0.25,100000,0.577350269189626,1
1.54,-138900.506354609,-426729.918553236,-426729.918553236,0.00157899865243469,-0.000789499326217344,-0.000789499326217344,0,0.00157899865252844,330786.781153693,287829.412198627,0.00239840658404086,0.5,0.00239840658404086,100000000,0.25,100000,0.577350269189626,1
1.56,-141681.908668297,-425170.382749128,-425170.382749128,0.00156335913796015,-0.000781679568980074,-0.000781679568980074,0,0.00156335913805484,330674.224722184,283488.474080832,0.0023972368632923,0.5,0.0023972368632923,100000000,0.25,100000,0.577350269189626,1
1.58,-145731.766943307,-422993.432868018,-422993.432868018,0.00154154988016617,-0.000770774940083085,-0.000770774940083085,0,0.0015415498802622,330572.877559781,277261.665924711,0.0023961836326854,0.5,0.0023961836326854,100000000,0.25,100000,0.577350269189626,1
1.6,-151144.119225016,-420206.188272051,-420206.188272051,0.00151365623184133,-0.000756828115920663,-0.000756828115920663,0,0.00151365623193912,330518.831923039,269062.069047035,0.00239562197395281,0.5,0.00239562197395281,100000000,0.25,100000,0.577350269189626,1
1.62,-157922.993791881,-416819.275061626,-416819.275061626,0.00147978775987446,-0.000739893879937231,-0.000739893879937231,0,0.0014797877599745,330520.514638378,258896.281269746,0.00239563946124357,0.5,0.00239563946124357,100000000,0.25,100000,0.577350269189626,1
1.64,-165982.409155445,-412846.826075402,-412846.826075402,0.0014400782452547,-0.000720039122627348,-0.000720039122627348,0,0.00144007824535749,330558.687102083,246864.416919957,0.0023960361611231,0.5,0.0023960361611231,100000000,0.25,100000,0.577350269189626,1
1.66,-175146.374060336,-408306.480890292,-408306.480890292,0.00139468568307142,-0.000697342841535708,-0.000697342841535708,0,0.00139468568317755,330586.445280307,233160.106829957,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.68,-185326.143758334,-403216.596041294,-403216.596041294,0.00134378683458143,-0.000671893417290713,-0.000671893417290713,0,0.00134378683469159,330586.445280307,217890.45228296,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.7,-196566.845000982,-397596.24541997,-397596.24541997,0.00128758332836819,-0.000643791664184093,-0.000643791664184093,0,0.00128758332848315,330586.445280307,201029.400418988,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.72,-208823.263048587,-391468.036396167,-391468.036396167,0.00122630123813016,-0.00061315061906508,-0.00061315061906508,0,0.00122630123825087,330586.445280307,182644.77334758,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.74,-222046.818616416,-384856.258612252,-384856.258612252,0.00116018346029101,-0.000580091730145507,-0.000580091730145507,0,0.00116018346041861,330586.445280307,162809.439995836,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.76,-236185.567874696,-377786.883983112,-377786.883983112,0.00108948971399961,-0.000544744856999807,-0.000544744856999807,0,0.00108948971413548,330586.445280307,141601.316108416,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.78,-251184.202448616,-370287.566696152,-370287.566696152,0.00101449654113002,-0.000507248270565008,-0.000507248270565008,0,0.00101449654127593,330586.445280307,119103.364247536,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.8,-266984.049418324,-362387.643211299,-362387.643211299,0.000935497306281477,-0.000467748653140738,-0.000467748653140738,0,0.000935497306439713,330586.445280307,95403.5937929749,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.82,-283523.071318929,-354118.132260996,-354118.132260996,0.000852802196778451,-0.000426401098389226,-0.000426401098389226,0,0.000852802196952032,330586.445280307,70595.0609420673,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.84,-300735.866140502,-345511.73485021,-345511.73485021,0.000766738222670587,-0.000383369111335293,-0.000383369111335293,0,0.000766738222863651,330586.445280307,44775.868709708,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.86,-318553.667328073,-336602.834256424,-336602.834256424,0.000677649216732732,-0.000338824608366366,-0.000338824608366366,0,0.000677649216951178,330586.445280307,18049.1669283516,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.88,-336906.621633779,-327426.357103571,-327426.357103571,0.0005858844452042,-0.0002929422226021,-0.0002929422226021,0,0.00058588444545686,330586.445280307,9480.26453020819,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.9,-355722.396544266,-318018.469648328,-318018.469648328,0.000491805570651767,-0.000245902785325883,-0.000245902785325883,0,0.000491805570952759,330586.445280307,37703.926895938,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.92,-374925.532351412,-308416.901744754,-308416.901744754,0.000395789891616034,-0.000197894945808017,-0.000197894945808017,0,0.000395789891990045,330586.445280307,66508.6306066577,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.94,-394439.968218922,-298659.683810999,-298659.683810999,0.000298217712278483,-0.000149108856139242,-0.000149108856139242,0,0.000298217712774865,330586.445280307,95780.2844079231,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.96,-414189.042182324,-288785.146829298,-288785.146829298,0.000199472342461474,-9.97361712307368e-05,-9.97361712307368e-05,0,0.00019947234320358,330586.445280307,125403.895353026,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
1.98,-434095.49114897,-278831.922345976,-278831.922345976,9.99400976282457e-05,-4.99700488141229e-05,-4.99700488141229e-05,0,9.99400991094303e-05,330586.445280307,155263.568802994,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
2,-454081.450898035,-268838.942471443,-268838.942471443,1.02988829181385e-08,-5.14944145906925e-09,-5.14944145906925e-09,0,2.00530910982547e-08,330586.445280307,185242.508426593,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
2.02,-474068.456080521,-258845.4398802,-258845.4398802,-9.99247270295088e-05,4.99623635147544e-05,4.99623635147544e-05,0,9.99247285109213e-05,330586.445280307,215223.016200321,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
2.04,-493977.440219251,-248890.947810835,-248890.947810835,-0.000199469647723157,9.97348238615785e-05,9.97348238615785e-05,0,0.000199469648465274,330586.445280307,245086.492408415,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
2.06,-513728.735708873,-239015.300066024,-239015.300066024,-0.000298226125171268,0.000149113062585634,0.000149113062585634,0,0.000298226125667635,330586.445280307,274713.435642848,0.00239632463257316,0.5,0.00239632463257316,100000000,0.25,100000,0.577350269189626,1
2.08,-531097.627688667,-233317.112611716,-233317.112611716,-0.000395805795984314,0.000197902897992157,0.000197902897992157,0,0.00039580579635831,332577.284304033,297780.515076951,0.00241701403860586,0.5,0.00241701403860586,100000000,0.25,100000,0.577350269189626,1
2.1,-544827.187276185,-234066.380970749,-234066.380970749,-0.000491825106420246,0.000245912553210123,0.000245912553210123,0,0.000491825106721226,337653.316405894,310760.806305436,0.00246976571161351,0.5,0.00246976571161351,100000000,0.25,100000,0.577350269189626,1
2.12,-556114.605420747,-238892.439164285,-238892.439164285,-0.000585899648314936,0.000292949824157468,0.000292949824157468,0,0.000585899648567589,344633.161249773,317222.166256462,0.00254230238700478,0.5,0.00254230238700478,100000000,0.25,100000,0.577350269189626,1
2.14,-565924.580316199,-245867.561826936,-245867.561826936,-0.000677656973000347,0.000338828486500173,0.000338828486500173,0,0.00067765697321879,352553.23465669,320057.018489264,0.00262461020424752,0.5,0.00262461020424752,100000000,0.25,100000,0.577350269189626,1
2.16,-574989.317400915,-253506.964206759,-253506.964206759,-0.000766736591304547,0.000383368295652273,0.000383368295652273,0,0.000766736591497612,360667.748604811,321482.353194156,0.00270893870686874,0.5,0.00270893870686874,100000000,0.25,100000,0.577350269189626,1
2.18,-583808.529357791,-260768.802165262,-260768.802165262,-0.000852789973551686,0.000426394986775843,0.000426394986775843,0,0.000852789973725269,368448.711229438,323039.72719253,0.00278980084245464,0.5,0.00278980084245464,100000000,0.25,100000,0.577350269189626,1
2.2,-592649.436114255,-267054.172177399,-267054.172177399,-0.000935480549562025,0.000467740274781013,0.000467740274781013,0,0.000935480549720265,375585.926823018,325595.263936856,0.00286397296265055,0.5,0.00286397296265055,100000000,0.25,100000,0.577350269189626,1
2.22,-601546.764842257,-272207.111331575,-272207.111331575,-0.00101448370865191,0.000507241854325953,0.000507241854325953,0,0.00101448370879782,381986.995835136,329339.653510682,0.00293049482316101,0.5,0.00293049482316101,100000000,0.25,100000,0.577350269189626,1
2.24,-610302.749958277,-276514.597329641,-276514.597329641,-0.00108948679963378,0.000544743399816889,0.000544743399816889,0,0.00108948679976965,387777.31487252,333788.152628637,0.0029906695837497,0.5,0.0029906695837497,100000000,0.25,100000,0.577350269189626,1
2.26,-618487.133123319,-280706.548486896,-280706.548486896,-0.00116018913081618,0.000580094565408089,0.000580094565408089,0,0.00116018913094377,393300.076699037,337780.584636423,0.00304806380823948,0.5,0.00304806380823948,100000000,0.25,100000,0.577350269189626,1
2.28,-625921.835571351,-285041.801946921,-285041.801946921,-0.00122631070922698,0.000613155354613488,0.000613155354613488,0,0.00122631070934769,398668.479821731,340880.03362443,0.00310385389002359,0.5,0.00310385389002359,100000000,0.25,100000,0.577350269189626,1
2.3,-632812.381510327,-289059.752003728,-289059.752003728,-0.00128759275471324,0.000643796377356622,0.000643796377356622,0,0.00128759275482821,403643.961839261,343752.629506599,0.00315556061590263,0.5,0.00315556061590263,100000000,0.25,100000,0.577350269189626,1
2.32,-639131.389975283,-292744.432527679,-292744.432527679,-0.00134379175078802,0.000671895875394012,0.000671895875394012,0,0.00134379175089818,408206.75167688,346386.957447604,0.00320297851884073,0.5,0.00320297851884073,100000000,0.25,100000,0.577350269189626,1
2.34,-644853.936640802,-296081.309881583,-296081.309881583,-0.00139468602943582,0.00069734301471791,0.00069734301471791,0,0.00139468602954196,412338.852134656,348772.626759219,0.0032459205664498,0.5,0.0032459205664498,100000000,0.25,100000,0.577350269189626,1
2.36,-649957.553821015,-299057.282920695,-299057.282920695,-0.00144007577111263,0.000720037885556316,0.000720037885556316,0,0.00144007577121542,416024.039887469,350900.27090032,0.00328421816098961,0.5,0.00328421816098961,100000000,0.25,100000,0.577350269189626,1
2.38,-654422.230469596,-301660.682992716,-301660.682992716,-0.00147978300474592,0.000739891502372962,0.000739891502372962,0,0.00147978300484596,419247.865485009,352761.54747688,0.0033177211393677,0.5,0.0033177211393677,100000000,0.25,100000,0.577350269189626,1
2.4,-658230.412179768,-303881.273937791,-303881.273937791,-0.00151365160773465,0.000756825803867324,0.000756825803867324,0,0.00151365160783244,421997.653351784,354349.138241977,0.00334629777313944,0.5,0.00334629777313944,100000000,0.25,100000,0.577350269189626,1
2.42,-661367.001184299,-305710.252088514,-305710.252088514,-0.00154154730594923,0.000770773652974617,0.000770773652974617,0,0.00154154730604526,424262.501787109,355656.749095785,0.003369834768508,0.5,0.003369834768508,100000000,0.25,100000,0.577350269189626,1
2.44,-663862.877776931,-307058.10854377,-307058.10854377,-0.00156335823332346,0.00078167911666173,0.00078167911666173,0,0.00156335823341815,425993.03162149,356804.769233161,0.00338781896209097,0.5,0.00338781896209097,100000000,0.25,100000,0.577350269189626,1
2.46,-665823.37686866,-307701.879017849,-307701.879017849,-0.00157899886946384,0.000789499434731918,0.000789499434731918,0,0.00157899886955758,427075.711634786,358121.497850811,0.00339907050283918,0.5,0.00339907050283918,100000000,0.25,100000,0.577350269189626,1
2.48,-667063.26191221,-307974.787764266,-307974.787764266,-0.00158840797882806,0.000794203989414029,0.000794203989414029,0,0.00158840797892125,427670.945813581,359088.474147944,0.00340525635787963,0.5,0.00340525635787963,100000000,0.25,100000,0.577350269189626,1
2.5,-667399.545175071,-308212.580957652,-308212.580957652,-0.00159154867802421,0.000795774339012105,0.000795774339012105,0,0.00159154867811722,427941.569030125,359186.964217418,0.0034080687568442,0.5,0.0034080687568442,100000000,0.25,100000,0.577350269189626,1
2.52,-666687.085236774,-308686.273725926,-308686.273725926,-0.00158840864181331,0.000794204320906657,0.000794204320906657,0,0.00158840864190651,428019.877562876,358000.811510848,0.00340888256298854,0.5,0.00340888256298854,100000000,0.25,100000,0.577350269189626,1
2.54,-664818.586988898,-309602.150150297,-309602.150150297,-0.00157900010310933,0.000789500051554666,0.000789500051554666,0,0.00157900010320308,428007.629096497,355216.436838601,0.00340875527319204,0.5,0.00340875527319204,100000000,0.25,100000,0.577350269189626,1
2.56,-661724.601635064,-311101.763265259,-311101.763265259,-0.00156335985297916,0.000781679926489581,0.000781679926489581,0,0.00156335985307385,427976.042721861,350622.838369805,0.00340842701795786,0.5,0.00340842701795786,100000000,0.25,100000,0.577350269189626,1
2.58,-657373.526690938,-313261.935058598,-313261.935058598,-0.00154154924064264,0.00077077462032132,0.00077077462032132,0,0.00154154924073867,427965.798936044,344111.591632341,0.00340832056141289,0.5,0.00340832056141289,100000000,0.25,100000,0.577350269189626,1
2.6,-651771.60598423,-316094.756471385,-316094.756471385,-0.00151365417347254,0.000756827086736272,0.000756827086736272,0,0.00151365417357034,427987.039642334,335676.849512845,0.00340854130130778,0.5,0.00340854130130778,100000000,0.25,100000,0.577350269189626,1
2.62,-644962.929654695,-319547.587397983,-319547.587397983,-0.00147978511699459,0.000739892558497295,0.000739892558497295,0,0.00147978511709462,428019.36815022,325415.342256712,0.00340887726901693,0.5,0.00340887726901693,100000000,0.25,100000,0.577350269189626,1
2.64,-637014.877112034,-323530.185914185,-323530.185914185,-0.00144007567038632,0.000720037835193162,0.000720037835193162,0,0.00144007567048912,428025.082980135,313484.691197849,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.66,-627935.743513701,-328069.752713352,-328069.752713352,-0.00139468000239466,0.000697340001197329,0.000697340001197329,0,0.0013946800025008,428025.082980135,299865.990800349,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.68,-617756.040973563,-333159.60398342,-333159.60398342,-0.00134378148969397,0.000671890744846985,0.000671890744846985,0,0.00134378148980413,428025.082980135,284596.436990143,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.7,-606516.368427232,-338779.440256586,-338779.440256586,-0.00128758312696232,0.000643791563481158,0.000643791563481158,0,0.00128758312707728,428025.082980135,267736.928170647,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.72,-594261.025765851,-344907.111587277,-344907.111587277,-0.00122630641365541,0.000613153206827703,0.000613153206827703,0,0.00122630641377612,428025.082980135,249353.914178574,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.74,-581038.013836088,-351518.617552158,-351518.617552158,-0.00116019135400659,0.000580095677003296,0.000580095677003296,0,0.00116019135413418,428025.082980135,229519.396283929,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.76,-566899.034440145,-358588.107250129,-358588.107250129,-0.00108949645702688,0.00054474822851344,0.00054474822851344,0,0.00108949645716275,428025.082980135,208310.927190016,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.78,-551899.490335753,-366087.879302326,-366087.879302326,-0.00101449873650492,0.000507249368252459,0.000507249368252459,0,0.00101449873665083,428025.082980135,185811.611033427,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.8,-536098.485236172,-373988.381852116,-373988.381852116,-0.000935493711007014,0.000467746855503507,0.000467746855503507,0,0.000935493711165251,428025.082980135,162110.103384056,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.82,-519558.823810192,-382258.212565106,-382258.212565106,-0.000852795403877112,0.000426397701938556,0.000426397701938556,0,0.000852795404050693,428025.082980135,137300.611245085,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.84,-502346.481176245,-390864.383882079,-390864.383882079,-0.00076673369070738,0.00038336684535369,0.00038336684535369,0,0.000766733690900445,428025.082980135,111482.097294166,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.86,-484528.609605221,-399773.319667592,-399773.319667592,-0.000677644332852257,0.000338822166426128,0.000338822166426128,0,0.000677644333070705,428025.082980135,84755.289937629,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.88,-466176.266455703,-408949.491242351,-408949.491242351,-0.000585882617104668,0.000292941308552334,0.000292941308552334,0,0.000585882617357329,428025.082980135,57226.7752133524,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.9,-447362.140245324,-418356.55434754,-418356.55434754,-0.000491811986052774,0.000245905993026387,0.000245905993026387,0,0.000491811986353762,428025.082980135,29005.5858977839,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.92,-428160.217528805,-427957.5157058,-427957.5157058,-0.000395802372470179,0.00019790118623509,0.00019790118623509,0,0.000395802372844178,428025.082980135,202.701823005627,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.94,-408645.782897956,-437714.733021224,-437714.733021224,-0.000298230199315931,0.000149115099657966,0.000149115099657966,0,0.000298230199812292,428025.082980135,29068.9501232688,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.96,-388895.418981672,-447589.914979366,-447589.914979366,-0.000199478379734514,9.97391898672568e-05,9.97391898672568e-05,0,0.000199478380476598,428025.082980135,58694.495997694,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
2.98,-368987.00644594,-457544.121247232,-457544.121247232,-9.99363170558515e-05,4.99681585279258e-05,4.99681585279258e-05,0,9.99363185370922e-05,428025.082980135,88557.1148012928,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3,-348999.723993831,-467537.762473287,-467537.762473287,9.52046909190318e-11,-4.76023454595159e-11,-4.76023454595159e-11,0,1.72066422397442e-08,428025.082980135,118538.038479455,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3,-348999.723993831,-467537.762473287,-467537.762473287,9.52046909190318e-11,-4.76023454595159e-11,-4.76023454595159e-11,0,1.72066422397442e-08,428025.082980135,118538.038479455,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.02,-329012.878750848,-477531.185094778,-477531.185094778,9.9934321419608e-05,-4.9967160709804e-05,-4.9967160709804e-05,0,9.99343229008783e-05,428025.082980135,148518.306343931,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.04,-309104.917727607,-487485.165606399,-487485.165606399,0.000199474126535812,-9.9737063267906e-05,-9.9737063267906e-05,0,0.000199474127277912,428025.082980135,178380.247878792,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.06,-289354.39907492,-497360.424932742,-497360.424932742,0.000298226719799249,-0.000149113359899624,-0.000149113359899624,0,0.000298226720295615,428025.082980135,208006.025857823,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.08,-269839.265043161,-507117.991948622,-507117.991948622,0.000395802389958041,-0.000197901194979021,-0.000197901194979021,0,0.00039580239033204,428025.082980135,237278.726905461,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.1,-250636.564039564,-516719.34245042,-516719.34245042,0.000491815894976027,-0.000245907947488013,-0.000245907947488013,0,0.000491815895277013,428025.082980135,266082.778410856,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.12,-231822.041508246,-526126.603716079,-526126.603716079,0.000585888507632619,-0.00029294425381631,-0.00029294425381631,0,0.000585888507885278,428025.082980135,294304.562207834,0.00340893665927154,0.5,0.00340893665927154,100000000,0.25,100000,0.577350269189626,1
3.14,-211522.759166609,-535327.459538812,-535327.459538812,0.000677648923800409,-0.000338824461900204,-0.000338824461900204,0,0.000677648924018855,427392.559414745,323804.700372203,0.0034023632815581,0.5,0.0034023632815581,100000000,0.25,100000,0.577350269189626,1
3.16,-197201.927460312,-544191.499218515,-544191.499218515,0.000766734880518715,-0.000383367440259358,-0.000383367440259358,0,0.00076673488071178,428528.308632448,346989.571758203,0.00341416633365641,0.5,0.00341416633365641,100000000,0.25,100000,0.577350269189626,1
3.18,-198300.28440234,-552564.162579732,-552564.162579732,0.000852794901984751,-0.000426397450992376,-0.000426397450992376,0,0.000852794902158333,434476.203187268,354263.878177392,0.00347597866705848,0.5,0.00347597866705848,100000000,0.25,100000,0.577350269189626,1
3.2,-203360.795491633,-560558.358375307,-560558.358375307,0.000935489388777892,-0.000467744694388946,-0.000467744694388946,0,0.000935489388936129,441492.504080749,357197.562883674,0.00354889420483068,0.5,0.00354889420483068,100000000,0.25,100000,0.577350269189626,1
3.22,-207306.170608865,-568206.975324064,-568206.975324064,0.00101449188118375,-0.000507245940591873,-0.000507245940591873,0,0.00101449188132966,447906.707085664,360900.804715199,0.00361555255779812,0.5,0.00361555255779812,100000000,0.25,100000,0.577350269189626,1
3.24,-211051.600270624,-575467.972299025,-575467.972299025,0.00108949065053205,-0.000544745325266024,-0.000544745325266024,0,0.00108949065066792,453995.848289558,364416.3720284,0.00367883276943575,0.5,0.00367883276943575,100000000,0.25,100000,0.577350269189626,1
3.26,-214582.391456436,-582312.864990816,-582312.864990816,0.00116019148265963,-0.000580095741329813,-0.000580095741329813,0,0.00116019148278722,459736.040479356,367730.473534381,0.00373848659654339,0.5,0.00373848659654339,100000000,0.25,100000,0.577350269189626,1
3.28,-217884.603558162,-588714.627738126,-588714.627738126,0.00122631522976539,-0.000613157614882694,-0.000613157614882694,0,0.0012263152298861,465104.619678138,370830.024179963,0.00379427850816388,0.5,0.00379427850816388,100000000,0.25,100000,0.577350269189626,1
3.3,-220945.029262527,-594647.656466009,-594647.656466009,0.00128759742760045,-0.000643798713800227,-0.000643798713800227,0,0.00128759742771542,470080.114064848,373702.627203482,0.00384598536258722,0.5,0.00384598536258722,100000000,0.25,100000,0.577350269189626,1
3.32,-223751.543714461,-600088.44558394,-600088.44558394,0.00134379528714173,-0.000671897643570865,-0.000671897643570865,0,0.00134379528725189,474642.811627447,376336.901869479,0.00389340230657517,0.5,0.00389340230657517,100000000,0.25,100000,0.577350269189626,1
3.34,-226293.109521029,-605015.597686561,-605015.597686561,0.00139468779479086,-0.000697343897395428,-0.000697343897395428,0,0.00139468779489699,478774.768298051,378722.488165532,0.00393634285990412,0.5,0.00393634285990412,100000000,0.25,100000,0.577350269189626,1
3.36,-228559.776751431,-609409.823553683,-609409.823553683,0.00144007571237423,-0.000720037856187114,-0.000720037856187114,0,0.00144007571247702,482459.807952933,380850.046802253,0.00397463891536509,0.5,0.00397463891536509,100000000,0.25,100000,0.577350269189626,1
