t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q
2.12,-210983860.585451,5.37920450664285e-09,6.4015170036429e-09,-0.000240000000000001,-0.000196109505823939,-0.000196109505823939,-0.000632219011647879,2.92603345097662e-05,70327953.5284837,210983860.585451,0.0010887709764656
2.14,-211365890.642129,4.7363330345668e-09,5.88635783386276e-09,-0.00028,-0.000176682550908956,-0.000176682550908956,-0.000633365101817912,6.88783015431779e-05,70455296.8807097,211365890.642129,0.00112686082618221
2.16,-211747880.845485,4.13199963891718e-09,5.41750862711503e-09,-0.000320000000000001,-0.00015725553621399,-0.00015725553621399,-0.00063451107242798,0.00010849631055505,70582626.948495,211747880.845485,0.00116495087516543
2.18,-212129528.844049,3.85857753904476e-09,5.34630484783695e-09,-0.00036,-0.000137828008211836,-0.000137828008211836,-0.000635656016423672,0.000148114662191536,70709842.9480163,212129528.844049,0.00120304263517261
2.2,-212511176.842613,3.58515543917234e-09,5.27510106855887e-09,-0.000400000000000001,-0.000118400480209681,-0.000118400480209681,-0.000636800960419363,0.000187733013982058,70837058.9475376,212511176.842613,0.00124113439517979
2.22,-212892824.841177,3.31173333929992e-09,5.20389728928079e-09,-0.00044,-9.89729522075278e-05,-9.89729522075278e-05,-0.000637945904415055,0.000227351365846087,70964274.9470589,212892824.841177,0.00127922615518697
2.24,-213274472.839741,3.0383112394275e-09,5.13269351000271e-09,-0.000480000000000001,-7.95454242053732e-05,-7.95454242053732e-05,-0.000639090848410747,0.0002669697177509,71091490.9465802,213274472.839741,0.00131731791519415
2.26,-213655875.935716,2.43185788991004e-09,4.61239166239551e-09,-0.00052,-6.01175288493364e-05,-6.01175288493364e-05,-0.000640235057698673,0.000306588314583271,71218625.3119053,213655875.935716,0.00135541089971428
2.28,-214037277.323591,1.82308177766265e-09,4.08895753138758e-09,-0.000560000000000001,-4.06896309311491e-05,-4.06896309311491e-05,-0.000641379261862299,0.000346206913140144,71345759.1078638,214037277.323591,0.0013935038927749
2.3,-214418678.711467,1.2143056654153e-09,3.56552340037967e-09,-0.0006,-2.12617330129627e-05,-2.12617330129627e-05,-0.000642523466025925,0.000385825511708362,71472892.9038222,214418678.711467,0.00143159688583552
2.32,-214800080.099342,6.05529553167911e-10,3.04208926937174e-09,-0.000640000000000001,-1.83383509477539e-06,-1.83383509477539e-06,-0.000643667670189551,0.000425444110284758,71600026.6997807,214800080.099342,0.00146968987889615
2.34,-215181345.723576,-4.31541926727873e-11,2.46478640674383e-09,-0.00068,1.75942664688727e-05,1.75942664688727e-05,-0.000644811467062254,0.000465062844630882,71727115.2411921,215181345.723576,0.00150778355077497
2.36,-215562593.155655,-6.97185510893293e-10,1.88026520227483e-09,-0.000720000000000001,3.70223953207556e-05,3.70223953207556e-05,-0.000645955209358489,0.000504681597173817,71854197.7185516,215562593.155655,0.00154587731361458
2.38,-215943840.587733,-1.35121682911377e-09,1.29574399780586e-09,-0.00076,5.64505241726378e-05,5.64505241726378e-05,-0.000647098951654724,0.000544300349720388,71981280.195911,215943840.587733,0.00158397107645419
2.4,-216325088.019811,-2.00524814733426e-09,7.11222793336875e-10,-0.0008,7.58786530245203e-05,7.58786530245203e-05,-0.000648242693950959,0.000583919102269857,72108362.6732704,216325088.019811,0.0016220648392938
2.42,-216706335.45189,-2.65927946555475e-09,1.26701588867891e-10,-0.00084,9.53067818764029e-05,9.53067818764029e-05,-0.000649386436247194,0.000623537854821671,72235445.1506299,216706335.45189,0.00166015860213341
2.44,-217087582.883968,-3.31331078377524e-09,-4.57819615601094e-10,-0.00088,0.000114734910728285,0.000114734910728285,-0.000650530178543429,0.00066315660737541,72362527.6279893,217087582.883968,0.00169825236497302
2.46,-217468830.316046,-3.96734210199573e-09,-1.04234082007008e-09,-0.00092,0.000134163039580168,0.000134163039580168,-0.000651673920839664,0.000702775359930748,72489610.1053488,217468830.316046,0.00173634612781262
2.48,-217850077.748125,-4.62137342021623e-09,-1.62686202453906e-09,-0.00096,0.00015359116843205,0.00015359116843205,-0.000652817663135899,0.000742394112487429,72616692.5827082,217850077.748125,0.00177443989065223
2.5,-218231325.180203,-5.27540473843672e-09,-2.21138322900805e-09,-0.001,0.000173019297283933,0.000173019297283933,-0.000653961405432134,0.000782012865045248,72743775.0600676,218231325.180203,0.00181253365349184
2.52,-218612572.612281,-5.92943605665721e-09,-2.79590443347703e-09,-0.00104,0.000192447426135816,0.000192447426135816,-0.000655105147728369,0.000821631617604042,72870857.5374271,218612572.612281,0.00185062741633145
2.54,-218993769.656117,-5.85193158981768e-09,-2.92239366356203e-09,-0.00108,0.000211875630570062,0.000211875630570062,-0.000656248738859875,0.000861250420551919,72997923.2187055,218993769.656117,0.00188872143111227
2.56,-219374959.947991,-5.67640225387993e-09,-2.98750718893273e-09,-0.00112,0.00023130384513225,0.00023130384513225,-0.000657392309735499,0.000900869230252485,73124986.6493304,219374959.947991,0.0019268154796529
2.58,-219756150.239866,-5.50087291794218e-09,-3.05262071430343e-09,-0.00116,0.000250732059694439,0.000250732059694439,-0.000658535880611123,0.000940488039953689,73252050.0799553,219756150.239866,0.00196490952819353
2.6,-220137340.53174,-5.32534358200444e-09,-3.11773423967413e-09,-0.0012,0.000270160274256626,0.000270160274256626,-0.000659679451486747,0.000980106849655452,73379113.5105802,220137340.53174,0.00200300357673415
2.62,-220518530.823615,-5.14981424606669e-09,-3.18284776504483e-09,-0.00124,0.000289588488818815,0.000289588488818815,-0.00066082302236237,0.00101972565935771,73506176.941205,220518530.823615,0.00204109762527478
2.64,-220899721.11549,-4.97428491012895e-09,-3.24796129041553e-09,-0.00128,0.000309016703381002,0.000309016703381002,-0.000661966593237994,0.0010593444690604,73633240.3718299,220899721.11549,0.0020791916738154
2.66,-221280911.407364,-4.7987555741912e-09,-3.31307481578623e-09,-0.00132,0.000328444917943191,0.000328444917943191,-0.000663110164113619,0.00109896327876349,73760303.8024548,221280911.407364,0.00211728572235603
2.68,-221662101.699239,-4.62322623825346e-09,-3.37818834115693e-09,-0.00136,0.000347873132505378,0.000347873132505378,-0.000664253734989243,0.00113858208846693,73887367.2330797,221662101.699239,0.00215537977089666
2.7,-222043291.991114,-4.44769690231571e-09,-3.44330186652763e-09,-0.0014,0.000367301347067567,0.000367301347067567,-0.000665397305864867,0.00117820089817068,74014430.6637046,222043291.991114,0.00219347381943729
2.72,-222424482.282988,-4.27216756637797e-09,-3.50841539189833e-09,-0.00144,0.000386729561629754,0.000386729561629754,-0.000666540876740491,0.00121781970787472,74141494.0943295,222424482.282988,0.00223156786797791
2.74,-222805631.94491,-4.46617283192334e-09,-3.98954511213883e-09,-0.00148,0.000406157837136872,0.000406157837136872,-0.000667684325726256,0.00125743855820897,74268543.9816367,222805631.94491,0.0022696621196683
2.76,-223186776.16247,-4.70969526624901e-09,-4.52642047582929e-09,-0.00152,0.000425586120810532,0.000425586120810532,-0.000668827758378935,0.00129705741398781,74395592.0541566,223186776.16247,0.00230775639858051
2.78,-223567920.380029,-4.95321770057469e-09,-5.06329583951978e-09,-0.00156,0.000445014404484193,0.000445014404484193,-0.000669971191031613,0.00133667626976687,74522640.1266764,223567920.380029,0.00234585067749271
2.8,-223949064.597589,-5.19674013490036e-09,-5.60017120321024e-09,-0.0016,0.000464442688157854,0.000464442688157854,-0.000671114623684291,0.00137629512554612,74649688.1991963,223949064.597589,0.00238394495640491
2.82,-224330208.815148,-5.44026256922605e-09,-6.13704656690073e-09,-0.00164,0.000483870971831515,0.000483870971831515,-0.00067225805633697,0.00141591398132556,74776736.2717161,224330208.815148,0.00242203923531711
2.84,-224711353.032708,-5.68378500355172e-09,-6.67392193059119e-09,-0.00168,0.000503299255505175,0.000503299255505175,-0.000673401488989649,0.00145553283710515,74903784.344236,224711353.032708,0.00246013351422931
2.86,-225092497.250267,-5.9273074378774e-09,-7.21079729428168e-09,-0.00172,0.000522727539178836,0.000522727539178836,-0.000674544921642327,0.0014951516928849,75030832.4167558,225092497.250267,0.00249822779314152
2.88,-225473641.467827,-6.17082987220307e-09,-7.74767265797214e-09,-0.00176,0.000542155822852496,0.000542155822852496,-0.000675688354295006,0.00153477054866478,75157880.4892756,225473641.467827,0.00253632207205372
2.9,-225854785.685386,-6.41435230652874e-09,-8.28454802166261e-09,-0.0018,0.000561584106526157,0.000561584106526157,-0.000676831786947685,0.00157438940444479,75284928.5617955,225854785.685386,0.00257441635096592
2.92,-226235929.902946,-6.65787474085442e-09,-8.82142338535309e-09,-0.00184,0.000581012390199818,0.000581012390199818,-0.000677975219600363,0.00161400826022493,75411976.6343153,226235929.902946,0.00261251062987812
2.94,-226616977.070828,-7.21423985508689e-09,-9.40231080151122e-09,-0.00188,0.000600440819447995,0.000600440819447995,-0.000679118361104009,0.00165362721305485,75538992.3569427,226616977.070828,0.00265060539403871
2.96,-226998011.234176,-7.81252549237851e-09,-9.98909577698223e-09,-0.00192,0.000619869268202972,0.000619869268202972,-0.000680261463594054,0.0016932461788894,75666003.7447254,226998011.234176,0.00268870022322197
2.98,-227379045.397524,-8.41081112967014e-09,-1.05758807524532e-08,-0.00196,0.00063929771695795,0.00063929771695795,-0.000681404566084098,0.00173286514472406,75793015.1325081,227379045.397524,0.00272679505240523
3,-227760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.002,0.000658726165712928,0.000658726165712928,-0.000682547668574142,0.0017724841105588,75920026.5202908,227760079.560872,0.00276488988158849
3.02,-219760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00196,0.000650366927983507,0.000650366927983507,-0.000659266144032985,0.00174024461874073,73253359.8536241,219760079.560872,0.00276488988158849
3.04,-211760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00192,0.000642361480932196,0.000642361480932196,-0.000635277038135606,0.00170824098737479,70586693.1869574,211760079.560872,0.00276488988158849
3.06,-203760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00188,0.000634360421046973,0.000634360421046973,-0.000611279157906053,0.00167624028078629,67920026.5202908,203760079.560872,0.00276488988158849
3.08,-195760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00184,0.000626360233552758,0.000626360233552758,-0.000587279532894483,0.00164424015579187,65253359.8536241,195760079.560872,0.00276488988158849
3.1,-187760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.0018,0.000618360168135696,0.000618360168135696,-0.000563279663728607,0.00161224011218228,62586693.1869575,187760079.560872,0.00276488988158849
3.12,-179760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00176,0.000610360142303246,0.000610360142303246,-0.000539279715393506,0.00158024009496251,59920026.5202908,179760079.560872,0.00276488988158849
3.14,-171760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00172,0.000602360116470797,0.000602360116470797,-0.000515279767058406,0.00154824007774281,57253359.8536241,171760079.560872,0.00276488988158849
3.16,-163760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00168,0.000594360090638347,0.000594360090638347,-0.000491279818723305,0.00151624006052319,54586693.1869575,163760079.560872,0.00276488988158849
3.18,-155760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00164,0.000586360064805897,0.000586360064805897,-0.000467279870388205,0.00148424004330366,51920026.5202908,155760079.560872,0.00276488988158849
3.2,-147760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.0016,0.000578360038973447,0.000578360038973447,-0.000443279922053104,0.00145224002608423,49253359.8536241,147760079.560872,0.00276488988158849
3.22,-139760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00156,0.000570360013140998,0.000570360013140998,-0.000419279973718004,0.00142024000886489,46586693.1869574,139760079.560872,0.00276488988158849
3.24,-131760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00152,0.000562359987308548,0.000562359987308548,-0.000395280025382903,0.00138823999164566,43920026.5202908,131760079.560872,0.00276488988158849
3.26,-123760079.560873,-9.00909676696176e-09,-1.11626657279242e-08,-0.00148,0.000554359961476098,0.000554359961476098,-0.000371280077047803,0.00135623997442655,41253359.8536242,123760079.560873,0.00276488988158849
3.28,-115760079.560872,-9.00909676696176e-09,-1.11626657279242e-08,-0.00144,0.000546359935643648,0.000546359935643648,-0.000347280128712702,0.00132423995720755,38586693.1869575,115760079.560872,0.00276488988158849
3.3,-107760079.560873,-9.00909676696176e-09,-1.11626657279242e-08,-0.0014,0.000538359925430858,0.000538359925430858,-0.000323280149138283,0.00129223995040179,35920026.5202909,107760079.560873,0.00276488988158849
3.32,-99760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00136,0.000530359921397944,0.000530359921397944,-0.000299280157204111,0.00126023994771609,33253359.8536242,99760079.5608725,0.00276488988158849
3.34,-91760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00132,0.00052235991736503,0.00052235991736503,-0.00027528016526994,0.00122823994503054,30586693.1869575,91760079.5608725,0.00276488988158849
3.36,-83760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00128,0.000514359913332116,0.000514359913332116,-0.000251280173335768,0.00119623994234516,27920026.5202909,83760079.5608725,0.00276488988158849
3.38,-75760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00124,0.000506359909299202,0.000506359909299202,-0.000227280181401596,0.00116423993965995,25253359.8536242,75760079.5608725,0.00276488988158849
3.4,-67760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.0012,0.000498359905266288,0.000498359905266288,-0.000203280189467424,0.00113223993697493,22586693.1869575,67760079.5608725,0.00276488988158849
3.42,-59760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00116,0.000490359901233374,0.000490359901233374,-0.000179280197533252,0.00110023993429013,19920026.5202908,59760079.5608725,0.00276488988158849
3.44,-51760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00112,0.00048235989720046,0.00048235989720046,-0.000155280205599081,0.00106823993160555,17253359.8536242,51760079.5608725,0.00276488988158849
3.46,-43760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00108,0.000474359893167546,0.000474359893167546,-0.000131280213664909,0.00103623992892122,14586693.1869575,43760079.5608725,0.00276488988158849
3.48,-35760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00104,0.000466359889134631,0.000466359889134631,-0.000107280221730737,0.00100423992623716,11920026.5202908,35760079.5608725,0.00276488988158849
3.5,-27760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.001,0.00045835988754023,0.00045835988754023,-8.32802249195408e-05,0.000972239925179076,9253359.85362418,27760079.5608725,0.00276488988158849
3.52,-19760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00096,0.000450359886910619,0.000450359886910619,-5.92802261787629e-05,0.000940239924764517,6586693.18695751,19760079.5608725,0.00276488988158849
3.54,-11760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00092,0.000442359886281007,0.000442359886281007,-3.5280227437985e-05,0.000908239924350324,3920026.52029084,11760079.5608725,0.00276488988158849
3.56,-3760079.5608725,-9.00909676696176e-09,-1.11626657279242e-08,-0.00088,0.000434359885651396,0.000434359885651396,-1.1280228697207e-05,0.000876239923936535,1253359.85362417,3760079.56087249,0.00276488988158849
3.58,4239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00084,0.000426359885021785,0.000426359885021785,1.27197700435708e-05,0.000844239923523198,-1413306.81304249,4239920.43912751,0.00276488988158849
3.6,12239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.0008,0.000418359884392174,0.000418359884392174,3.67197687843486e-05,0.000812239923110365,-4079973.47970916,12239920.4391275,0.00276488988158849
3.62,20239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00076,0.000410359883762563,0.000410359883762563,6.07197675251266e-05,0.000780239922698099,-6746640.14637583,20239920.4391275,0.00276488988158849
3.64,28239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00072,0.000402359883132952,0.000402359883132952,8.47197662659044e-05,0.000748239922286472,-9413306.81304249,28239920.4391275,0.00276488988158849
3.66,36239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00068,0.000394359882503341,0.000394359882503341,0.000108719765006682,0.00071623992187557,-12079973.4797092,36239920.4391275,0.00276488988158849
3.68,44239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00064,0.00038635988187373,0.00038635988187373,0.00013271976374746,0.000684239921465495,-14746640.1463758,44239920.4391275,0.00276488988158849
3.7,52239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.0006,0.000378359881624815,0.000378359881624815,0.00015671976324963,0.000652239921310166,-17413306.8130425,52239920.4391275,0.00276488988158849
3.72,60239920.4391273,-9.00909676696176e-09,-1.11626657279242e-08,-0.000560000000000001,0.000370359881526521,0.000370359881526521,0.000180719763053042,0.000620239921256347,-20079973.4797091,60239920.4391273,0.00276488988158849
3.74,68239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00052,0.000362359881428228,0.000362359881428228,0.000204719762856455,0.0005882399212038,-22746640.1463758,68239920.4391275,0.00276488988158849
3.76,76239920.4391273,-9.00909676696176e-09,-1.11626657279242e-08,-0.000480000000000001,0.000354359881329934,0.000354359881329934,0.000228719762659867,0.000556239921152749,-25413306.8130424,76239920.4391273,0.00276488988158849
3.78,84239920.4391275,-9.00909676696176e-09,-1.11626657279242e-08,-0.00044,0.00034635988123164,0.00034635988123164,0.000252719762463281,0.000524239921103463,-28079973.4797092,84239920.4391275,0.00276488988158849
3.8,92239920.4391273,-9.00909676696176e-09,-1.11626657279242e-08,-0.000400000000000001,0.000338359881133347,0.000338359881133347,0.000276719762266693,0.000492239921056292,-30746640.1463758,92239920.4391273,0.00276488988158849
3.82,100239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000360000000000001,0.000330359881035053,0.000330359881035053,0.000300719762070105,0.000460239921011672,-33413306.8130424,100239920.439127,0.00276488988158849
3.84,108239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000320000000000001,0.000322359880936759,0.000322359880936759,0.000324719761873518,0.000428239920970177,-36079973.4797091,108239920.439127,0.00276488988158849
3.86,116239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000280000000000001,0.000314359880838465,0.000314359880838465,0.00034871976167693,0.000396239920932564,-38746640.1463758,116239920.439127,0.00276488988158849
3.88,124239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000240000000000001,0.000306359880740172,0.000306359880740172,0.000372719761480343,0.000364239920899856,-41413306.8130424,124239920.439127,0.00276488988158849
3.9,132239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000200000000000001,0.000298359880701312,0.000298359880701312,0.000396719761402622,0.000332239920913092,-44079973.4797091,132239920.439127,0.00276488988158849
3.92,140239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000160000000000001,0.000290359880685966,0.000290359880685966,0.000420719761371932,0.000300239920950349,-46746640.1463758,140239920.439127,0.00276488988158849
3.94,148239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-0.000120000000000001,0.000282359880670621,0.000282359880670621,0.000444719761341241,0.000268239920998937,-49413306.8130424,148239920.439127,0.00276488988158849
3.96,156239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-8.00000000000008e-05,0.000274359880655275,0.000274359880655275,0.00046871976131055,0.000236239921063458,-52079973.4797091,156239920.439127,0.00276488988158849
3.98,164239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-4.00000000000008e-05,0.00026635988063993,0.00026635988063993,0.000492719761279859,0.000204239921151404,-54746640.1463758,164239920.439127,0.00276488988158849
4,172239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,-7.31836466427715e-19,0.000258359880624584,0.000258359880624584,0.000516719761249168,0.000172239921275829,-57413306.8130424,172239920.439127,0.00276488988158849
4.02,180239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,3.99999999999984e-05,0.000250359880609239,0.000250359880609239,0.000540719761218477,0.000140239921461707,-60079973.4797091,180239920.439127,0.00276488988158849
4.04,188239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,7.99999999999992e-05,0.000242359880593894,0.000242359880593894,0.000564719761187787,0.000108239921763537,-62746640.1463758,188239920.439127,0.00276488988158849
4.06,196239920.439128,-9.00909676696176e-09,-1.11626657279242e-08,0.00012,0.000234359880578548,0.000234359880578548,0.000588719761157096,7.62399223273288e-05,-65413306.8130425,196239920.439128,0.00276488988158849
4.08,204239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,0.000159999999999999,0.000226359880563203,0.000226359880563203,0.000612719761126405,4.42399237215358e-05,-68079973.4797091,204239920.439127,0.00276488988158849
4.1,212239920.439127,-9.00909676696176e-09,-1.11626657279242e-08,0.000199999999999999,0.000218359880557136,0.000218359880557136,0.000636719761114271,1.22399324654303e-05,-70746640.1463757,212239920.439127,0.00276488988158849
4.12,220239920.439128,-9.00909676696176e-09,-1.11626657279242e-08,0.00024,0.000210359880556391,0.000210359880556391,0.000660719761112782,1.97600871204247e-05,-73413306.8130425,220239920.439128,0.00276488988158849
4.14,227683751.589139,-8.9601483557617e-09,-1.11191560290797e-08,0.000279999999999999,0.000201525627281359,0.000201525627281359,0.000683051254562718,5.23162513086104e-05,-75894583.8630465,227683751.589139,0.00276767072583843
4.16,228067503.928048,-8.53875841793903e-09,-1.05522794695237e-08,0.000319999999999999,0.000182101255789722,0.000182101255789722,0.000684202511579443,9.19324977503854e-05,-76022501.3093493,228067503.928048,0.00280575196414389
4.18,228448489.604961,-8.22124407336359e-09,-9.95024416881372e-09,0.000359999999999998,0.000162672734305092,0.000162672734305092,0.000685345468610183,0.000131551511588531,-76149496.5349871,228448489.604961,0.00284384703575932
4.2,228829471.859137,-7.88748726276383e-09,-9.34930487020402e-09,0.000399999999999999,0.000143244207686356,0.000143244207686356,0.00068648841537271,0.000171170529073904,-76276490.6197123,228829471.859137,0.00288194212448844
4.22,229210435.014102,-7.46309590923062e-09,-8.75448137009842e-09,0.000439999999999998,0.000123815652418804,0.000123815652418804,0.000687631304837606,0.000210789565756392,-76403478.3380341,229210435.014102,0.00292003730871362
4.24,229591398.168149,-7.03873319670296e-09,-8.1597192130227e-09,0.000479999999999999,0.000104387097149873,0.000104387097149874,0.000688774194299746,0.000250408602491236,-76530466.0560496,229591398.168149,0.00295813249294339
4.26,229972354.03539,-6.84149386832404e-09,-8.05140773273739e-09,0.000519999999999998,8.49585309507366e-05,8.49585309507366e-05,0.000689917061901471,0.000290027646543239,-76657451.3451302,229972354.03539,0.00299622771360718
4.28,230353309.902632,-6.64425453994512e-09,-7.94309625245209e-09,0.000559999999999998,6.55299647515989e-05,6.55299647515989e-05,0.000691059929503196,0.000329646690614655,-76784436.6342107,230353309.902632,0.00303432293427097
4.3,230734263.988538,-6.11135014164241e-09,-7.49381707575351e-09,0.000599999999999997,4.61013958804574e-05,4.61013958804574e-05,0.000692202791760912,0.000369265736480569,-76911421.3295125,230734263.988538,0.00307241816384144
4.32,231115217.755837,-5.5184094315942e-09,-6.98355317126762e-09,0.000639999999999998,2.66728265314061e-05,2.66728265314061e-05,0.000693345653062811,0.000408884782674428,-77038405.9186123,231115217.755837,0.00311051339500494
4.34,231496171.523136,-4.92546872154602e-09,-6.47328926678176e-09,0.000679999999999997,7.24425718235571e-06,7.24425718235571e-06,0.000694488514364709,0.000448503828875147,-77165390.5077121,231496171.523136,0.00314860862616845
4.36,231877125.290436,-4.33252801149781e-09,-5.96302536229587e-09,0.000719999999999998,-1.21843121666955e-05,-1.21843121666955e-05,0.000695631375666607,0.000488122875081059,-77292375.096812,231877125.290436,0.00318670385733195
4.38,232258079.057735,-3.73958730144963e-09,-5.45276145781e-09,0.000759999999999997,-3.16128815157459e-05,-3.16128815157459e-05,0.000696774236968506,0.000527741921290992,-77419359.6859118,232258079.057735,0.00322479908849545
4.4,232639032.825035,-3.14664659140142e-09,-4.94249755332411e-09,0.000799999999999998,-5.10414508647972e-05,-5.10414508647972e-05,0.000697917098270404,0.000567360967504106,-77546344.2750116,232639032.825035,0.00326289431965895
4.42,233019986.592334,-2.55370588135324e-09,-4.43223364883825e-09,0.000839999999999997,-7.04700202138476e-05,-7.04700202138476e-05,0.000699059959572302,0.000606980013719776,-77673328.8641114,233019986.592334,0.00330098955082246
4.44,233400940.359634,-1.96076517130506e-09,-3.92196974435238e-09,0.000879999999999997,-8.9898589562898e-05,-8.9898589562898e-05,0.000700202820874201,0.000646599059937532,-77800313.4532112,233400940.359634,0.00333908478198596
4.46,233781894.126933,-1.36782446125685e-09,-3.41170583986649e-09,0.000919999999999997,-0.000109327158911949,-0.000109327158911949,0.000701345682176099,0.000686218106157016,-77927298.0423111,233781894.126933,0.00337718001314946
4.48,234162847.894233,-7.74883751208645e-10,-2.9014419353806e-09,0.000959999999999998,-0.000128755728261,-0.000128755728261,0.000702488543477997,0.000725837152377943,-78054282.6314109,234162847.894233,0.00341527524431296
4.5,234543801.200059,-1.31746952035512e-10,-2.33997181804963e-09,0.000999999999999997,-0.000148184298302261,-0.000148184298302261,0.000703631403395476,0.00076545619906156,-78181267.0666863,234543801.200059,0.00345337047778383
4.52,234924754.423347,5.20367808579344e-10,-1.76934307078324e-09,0.00104,-0.000167612868467328,-0.000167612868467328,0.000704774263065341,0.000805075245828754,-78308251.474449,234924754.423347,0.00349146571166739
4.54,235305707.646635,1.17248256919423e-09,-1.19871432351683e-09,0.00108,-0.000187041438632396,-0.000187041438632396,0.000705917122735205,0.000844694292596842,-78435235.8822117,235305707.646635,0.00352956094555095
4.56,235686660.869923,1.82459732980911e-09,-6.28085576250426e-10,0.00112,-0.000206470008797464,-0.000206470008797464,0.000707059982405069,0.000884313339365704,-78562220.2899744,235686660.869923,0.00356765617943451
4.58,236067614.093211,2.47671209042397e-09,-5.74568289840432e-11,0.00116,-0.000225898578962532,-0.000225898578962532,0.000708202842074934,0.000923932386135237,-78689204.6977371,236067614.093211,0.00360575141331807
4.6,236448567.3165,3.12882685103883e-09,5.1317191828234e-10,0.0012,-0.000245327149127599,-0.000245327149127599,0.000709345701744798,0.00096355143290536,-78816189.1054998,236448567.3165,0.00364384664720163
4.62,236829520.539788,3.78094161165371e-09,1.08380066554875e-09,0.00124,-0.000264755719292667,-0.000264755719292667,0.000710488561414663,0.00100317047967601,-78943173.5132626,236829520.539788,0.00368194188108519
4.64,237210473.763076,4.43305637226857e-09,1.65442941281513e-09,0.00128,-0.000284184289457735,-0.000284184289457735,0.000711631421084527,0.00104278952644711,-79070157.9210253,237210473.763076,0.00372003711496875
4.66,237591426.986364,5.08517113288345e-09,2.22505816008154e-09,0.00132,-0.000303612859622803,-0.000303612859622803,0.000712774280754391,0.00108240857321863,-79197142.328788,237591426.986364,0.00375813234885231
4.68,237972380.209652,5.73728589349831e-09,2.79568690734792e-09,0.00136,-0.00032304142978787,-0.00032304142978787,0.000713917140424256,0.00112202761999051,-79324126.7365507,237972380.209652,0.00379622758273587
4.7,238353333.152552,6.20858836956517e-09,3.39937458878675e-09,0.0014,-0.000342470000373521,-0.000342470000373521,0.000715059999252955,0.00116164666704311,-79451111.0508507,238353333.152552,0.00383432281802137
4.72,238734286.045302,6.64755116046607e-09,4.00897511804853e-09,0.00144,-0.000361898571034395,-0.000361898571034395,0.000716202857931206,0.00120126571414616,-79578095.3484341,238734286.045302,0.00387241805355762
4.74,239115238.938053,7.08651395136699e-09,4.61857564731033e-09,0.00148,-0.00038132714169527,-0.00038132714169527,0.000717345716609457,0.00124088476124947,-79705079.6460175,239115238.938053,0.00391051328909386
4.76,239496191.830803,7.52547674226789e-09,5.22817617657211e-09,0.00152,-0.000400755712356144,-0.000400755712356144,0.000718488575287708,0.00128050380835303,-79832063.943601,239496191.830803,0.00394860852463011
